study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__mj_001,"Have you heard of: marijuana, weed, pot, blunts, dabs, marijuana drinks or food with marijuana?",yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__nic_001,"Have you heard of: tobacco products, such as cigarettes, smokeless tobacco, cigars, hookah, electronic or e-cigarettes?",yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__opi_001,"What other drugs have you heard of? [Multi-select]: Heroin, opium, junk, smack, or dope",yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__qc_001,Have you heard of: (Validity check drug name),yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__roid_001,"What other drugs have you heard of? [Multi-select]: Steroids such as arnolds, pumpers, or roids",yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__rx_001,"Have you heard of: Taking pills, liquids, or medications to get high in a way that your doctor or parents did not direct you to use them?",yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__salv_001,What other drugs have you heard of? [Multi-select]: Hallucinogen drug salvia,yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Patterns,Youth,su_y_sui,su_y_sui__hrd__shroom_001,What other drugs have you heard of? [Multi-select]: Hallucinogen drug magic mushrooms or shrooms,yes,not sensitive,substance use,exposure,drug recognition
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_001,Vaping is less harmful to my health than smoking,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_002,Vaping is less harmful to others' health than smoking,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_003,Vaping comes in flavors people like,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_004,You can vape at times when or in places where smoking isn't allowed,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_005,Vaping is low-cost,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_006,Vaping doesn't smell,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_007,Vaping looks cool,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_008,Vaping is easier to hide,yes,not sensitive,substance use,cognitions,_none_
Core,Substance Use,SU Attitude,Youth,su_y_vapeexp,su_y_vapeexp_009,Vaping causes a stronger buzz or high,yes,not sensitive,substance use,cognitions,_none_
NA,NA,NA,Parent,NA,any_talk_sex,Any conversation a parent has had with their child about sex,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_white,"Parent endorses being white/caucasian, western european, or eastern european",NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_black,Parent endorses being Black/African American,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,NA,NA,parent_hispanic,parent endorses being hispanic/latino,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_carribean,Parent endorses being Indo/Afro-Caribbean,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_asian,"Parent endorses being east asian, south asian, or south-east asian",NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_pi,Parent endorses being Hawaiian/Pacific-Islander,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_mena,Parent endorses being middle eastern/north african,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_nativeam,parent endorses being native american or an alaska native,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_multiracial,parent endorses being multiracial,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,parent_other,parent endorses being an other race or not knowing their race,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_white,"Youth endorses being white/caucasian, western european, or eastern european",NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_black,Youth endorses being Black/African American,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_hispanic,youth endorses being hispanic/latino,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_carribean,Youth endorses being Indo/Afro-Caribbean,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_asian,"youth endorses being east asian, south asian, or south-east asian",NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_pi,Youth endorses being Hawaiian/Pacific-Islander,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_mena,Youth endorses being middle eastern/north african,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_nativeam,youth endorses being native american or an alaska native,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,youth_other,youth endorses being an other race or not knowing their race,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Youth,NA,fc_y_eut_008,"youth endorses feeling discriminated against for mental health, mental health diagnosis, or disabillity",NA,not sensitive,life events,not applicable,_none_
NA,NA,NA,Youth,NA,get_mj_y_sort_of_hard,youth endorses thinking marijuana is sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_mj_y_sort_of_easy,youth endorses thinking marijuana is sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_mj_y_very_easy,youth endorses thinking marijuana is very easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_mj_y_dont_know,youth endorses not knowing how difficult they would find getting marijuana,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,youth_knows_medmj_legal,youth endorses that medical marijuana is legal in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,youth_knows_medmj_not_legal,youth endorses that medical marijuana is not legal in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,youth_dont_know_medmj_status,youth does not know status of medical marijuana in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_cig_y_sort_of_hard,youth endorses thinking cigarettes are sort of hard to access,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Youth,NA,get_cig_y_sort_of_easy,youth endorses thinking cigarettes are sort of easy to access,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Youth,NA,get_cig_y_very_easy,youth endorses thinking cigarettes are very easy to access,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Youth,NA,get_cig_y_dont_know,youth endorses not knowing how difficult they would find getting cigarettes,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Youth,NA,get_vape_y_sort_of_hard,youth endores thinking e-cigs/vapes are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_vape_y_sort_of_easy,youth endores thinking e-cigs/vapes are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_vape_y_very_easy,youth endores thinking e-cigs/vapes are very easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_vape_y_dont_know,youth endorses not knowing how difficult they would find getting e-cigs/vapes,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxopi_y_sort_of_hard,youth endorses thinking rx-opiods are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxopi_y_sort_of_easy,youth endorses thinking rx-opiods are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxopi_y_very_easy,youth endorses thinking rx-opiods are very easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxopi_y_dont_know,youth endorses not knowing how difficult they would find getting rx-opioids,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxtranq_y_sort_of_hard,youth endorses thinking rx-tranqs are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxtranq_y_sort_of_easy,youth endorses thinking rx-tranqs are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxtranq_y_very_easy,youth endorses thinking rx-tranqs are very easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxtranq_y_dont_know,youth endorses not knowing how difficult they would find getting rx-tranqs,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxstim_y_sort_of_hard,youth endorses thinking rx-stimulants are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxstim_y_sort_of_easy,youth endorses thinking rx-stimulants are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxstim_y_very_easy,youth endorses thinking rx-stimulants are very easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_rxstim_y_dont_know,youth endorses not knowing how difficult they would find getting rx-stimulants,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_alc_y_sort_of_hard,youth endorses thinking alcohol is sort of hard to access,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Youth,NA,get_alc_y_sort_of_easy,youth endorses thinking alcohol is sort of easy to access,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Youth,NA,get_alc_y_very_easy,youth endorses thinking alcohol is very easy to access,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Youth,NA,get_alc_y_dont_know,youth endorses not knowing how difficult they would find getting alcohol,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Youth,NA,get_illdrg_y_sort_of_hard,youth endorses thinking illegal drugs are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_illdrg_y_sort_of_easy,youth endorses thinking illegal drugs are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_illdrg_y_very_easy,youth endorses thinking illegal drugs are very hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_illdrg_y_dont_know,youth endorses not knowing how difficult they would find getting illegal drugs,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_inhalants_y_sort_of_hard,youth endorses thinking inhalants are sort of hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_inhalants_y_sort_of_easy,youth endorses thinking inhalants are sort of easy to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_inhalants_y_very_easy,youth endorses thinking inhalants are very hard to access,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Youth,NA,get_inhalants_y_dont_know,youth endorses not knowing how difficult they would find getting inhalants,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_alc_p_sort_of_hard,parent endorses thinking alcohol is sort of hard to access for child,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Parent,NA,get_alc_p_sort_of_easy,parent endorses thinking alcohol is sort of easy to access for child,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Parent,NA,get_alc_p_very_easy,parent endorses thinking alcohol is very easy to access for child,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Parent,NA,get_alc_p_dont_know,parent endorses not knowing how difficult child would find getting alcohol,NA,not sensitive,substance use,access,alcohol - alcohol availability
NA,NA,NA,Parent,NA,get_illdrg_p_sort_of_hard,parent endorses thinking illegal drugs are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_illdrg_p_sort_of_easy,parent endorses thinking illegal drugs are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_illdrg_p_very_easy,parent endorses thinking illegal drugs are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_illdrg_p_dont_know,parent endorses not knowing how difficult child would find getting illegal drugs,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_inhalants_p_sort_of_hard,parent endorses thinking inhalants are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_inhalants_p_sort_of_easy,parent endorses thinking inhalants are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_inhalants_p_very_easy,parent endorses thinking inhalants are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_inhalants_p_dont_know,parent endorses not knowing how difficult child would find getting inhalants,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_mj_p_sort_of_hard,parent endorses thinking marijuana are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_mj_p_sort_of_easy,parent endorses thinking marijuana are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_mj_p_very_easy,parent endorses thinking marijuana are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_mj_p_dont_know,parent endorses not knowing how difficult child would find getting marijuana,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,parent_knows_medmj_legal,parent endorses that medical marijuana is legal in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,parent_knows_medmj_not_legal,parent endorses that medical marijuana is not legal in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,parent_dont_know_medmj_status,parent does not know status of medical marijuana in their state,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_cig_p_sort_of_hard,parent endorses thinking cigarettes are sort of hard to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_cig_p_sort_of_easy,parent endorses thinking cigarettes are sort of easy to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_cig_p_very_easy,parent endorses thinking cigarettes are very hard to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_cig_p_dont_know,parent endorses not knowing how difficult child would find getting cigarettes,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_vape_p_sort_of_hard,parent endorses thinking e-cigs/vapes are sort of hard to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_vape_p_sort_of_easy,parent endorses thinking e-cigs/vapes are sort of easy to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_vape_p_very_easy,parent endorses thinking e-cigs/vapes are very hard to access for child,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_vape_p_dont_know,parent endorses not knowing how difficult child would find getting e-cigs/vapes,NA,not sensitive,substance use,access,tobacco - tobacco availability
NA,NA,NA,Parent,NA,get_rxopi_p_sort_of_hard,parent endorses thinking rx-opiods are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxopi_p_sort_of_easy,parent endorses thinking  rx-opiods are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxopi_p_very_easy,parent endorses thinking  rx-opiods are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxopi_p_dont_know,parent endorses not knowing how difficult child would find getting  rx-opiods,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxtranq_p_sort_of_hard,parent endorses thinking rx-tranqs are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxtranq_p_sort_of_easy,parent endorses thinking  rx-tranqs are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxtranq_p_very_easy,parent endorses thinking  rx-tranqs are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxtranq_p_dont_know,parent endorses not knowing how difficult child would find getting  rx-tranqs,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxstim_p_sort_of_hard,parent endorses thinking rx-stimulants are sort of hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxstim_p_sort_of_easy,parent endorses thinking  rx-stimulants are sort of easy to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxstim_p_very_easy,parent endorses thinking  rx-stimulants are very hard to access for child,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,get_rxstim_p_dont_know,parent endorses not knowing how difficult child would find getting  rx-stimulants,NA,not sensitive,substance use,access,_none_
NA,NA,NA,Parent,NA,parent_rule_alc_status_never,parent never allows alcohol for child under any circumstance,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_alc_status_specialoccasions,parent allows alcohol for child for special occasions,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_alc_status_ifask,parent allows alcohol for child if they ask,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_alc_status_anytime,parent allows alcohol for child at any time,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_alc_status_nosetrules,parent has no rules for child's alcohol use,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_alc_status_nosetrulesyet,parent has not made rules for child's alcohol use yet,NA,not sensitive,family interactions and parenting,not applicable,alcohol - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_mj_status_never,parent never allows marijuana for child under any circumstance,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_mj_status_notinhome,parent allows marijuana not in the home,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_mj_status_ifask,parent allows marijuana for child if they ask,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_mj_status_anytime,parent allows marijuana for child at any time,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_mj_status_nosetrules,parent has no rules for child's marijuana use,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_mj_status_nosetrulesyet,parent has not made rules for child's marijuana use yet,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_cig_status_never,parent never allows tobacco for child under any circumstance,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_cig_status_outsidehome,parent allows tobacco not in the home,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_cig_status_certainareasinhome,parent allows tobacco for child if they ask,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_cig_status_anytime,parent allows tobacco for child at any time,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_cig_status_nosetrules,parent has no rules for child's tobacco use,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_cig_status_nosetrulesyet,parent has not made rules for child's tobacco use yet,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_never,parent never allows e-cigs/vapes for child under any circumstance,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_outsidehome,parent allows  e-cigs/vapes not in the home,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_certainareasinhome,parent allows  e-cigs/vapes for child if they ask,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_anytime,parent allows  e-cigs/vapes for child at any time,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_nosetrules,parent has no rules for child's  e-cigs/vapes use,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,parent_rule_vape_status_nosetrulesyet,parent has not made rules for child's  e-cigs/vapes use yet,NA,not sensitive,family interactions and parenting,not applicable,tobacco - parent attitudes about use
NA,NA,NA,Parent,NA,time_on_electronics_weekday_p,time youth spends on electronics on a given weekday reported by parent(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,time_on_electronics_weekend_p,time youth spends on electronics on a given day in the weekend reported by parent(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_screentime_homewhenever,is youth allowed to use screens at home whenever they want,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_screentime_norules,youth has no rules about screentime,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_screentime_sethours,youth has set hours and times they can and cannot use screens,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,parent_rule_screentime_limitsweekday_wheneverweekend,youth has rules around screens on weekdays but can use screens whenever on weekend,NA,not sensitive,family interactions and parenting,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_on_electronics_weekday_p,time youth spends on electronic devices on a given weekday reported by parent in EARS pilot (in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_on_electronics_weekend_p,time youth spends on electronic devices on a given day in the weekend reported by parent in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_on_mobile_weekday_p,time youth spends on mobile devices on a given weekday reported by parent in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_on_mobile_weekend_p,time youth spends on mobile devices on a given day in the weekend reported by parent in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_allowed_weekday_screentime_p,time youth allowed to spend on screens on weekday in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_allowed__weekday_mobile_p,time youth allowed to spend on mobile devices on weekday in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_allowed__weekend_screentime_p,time youth allowed to spend on screens on weekend in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,pilot_time_allowed__weekdend_mobile_p,time youth allowed to spend on mobile devices on weekend in EARS pilot(in hours),NA,not sensitive,screen time,not applicable,_none_
NA,NA,NA,Parent,NA,child_is_twin,is the child a twin,NA,not sensitive,demographics,household structure,_none_
NA,NA,NA,Parent,NA,child_is_triplet,is the child a triplet,NA,not sensitive,demographics,household structure,_none_
NA,NA,NA,Youth,NA,youth_time_go_to_bed_free_days,time youth goes to bed on free days (no school) -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_try_to_fall_asleep_free_days,time youth actually tries to fall asleep on free days (no school) -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_wake_up_free_days,time youth wakes up on free days (no school) -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_school_start,time youth's school starts -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_leave_for_school,time youth leaves for school -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_go_to_bed_school_days,time youth goes to bed on school days -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_try_fall_asleep_school_days,time youth actually tries to fall asleep on school days -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Youth,NA,youth_time_wake_up_school_days,time youth wakes up on school days -- expressed in 24hr time as a decimal,NA,not sensitive,physical health,sleep,_none_
NA,NA,NA,Parent,NA,bio_father_born_usa,biological father of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_mother_born_usa,biological mother of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_maternal_grandpa_born_usa,biological maternal grandfather of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_maternal_grandma_born_usa,biological maternal grandmother of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_paternal_grandpa_born_usa,biological paternal grandfather of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_paternal_grandma_born_usa,biological paternal grandmother of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,bio_reporting_parent_born_usa,biological reporting parent of child was born in the us,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,currently_working,is parent currently working full or part-time?,NA,not sensitive,identities,country,_none_
NA,NA,NA,Parent,NA,currently_working_part_time,is parent currently working part-time?,NA,not sensitive,demographics,income,_none_
NA,NA,NA,Parent,NA,currently_working_full_time,is parent currently working full-time,NA,not sensitive,demographics,income,_none_
NA,NA,NA,Parent,NA,child_christian,does child (according to parent) identify with any branch of christianity as their religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_jewish,does child (according to parent) identify with judaism as their religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_muslim,does child (according to parent) identify with islam as their religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_buddhist,does child (according to parent) identify with buddhism as their religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_hindu,does child (according to parent) identify with hinduism as their religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_no_organized_religion,"does child (according to parent) not identify with any organized religion (athiest, agnostic, ""nothing in particular""",NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_has_religion,does child identify with any form of religion,NA,not sensitive,religious and/or cultural values,not applicable,_none_
NA,NA,NA,Parent,NA,child_white,race (according to parent) is only white,NA,not sensitive,identities,race and ethnicity,_none_
NA,NA,NA,Parent,NA,child_black,race (according to parent) is only black,NA,not sensitive,identities,race and ethnicity,_none_
