study,domain,sub_domain,source,table_name,name,label,has_skip_logic,sensitivity,plab_facet,plab_subfacet,alexsa_facet
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__age__slf_001,How old are you? [Cross-listed: mh_p_asr__slf__age_001],yes,not sensitive,demographics,age,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__child__time_001,Is there another household in which the child spends a significant amount of time?,no,not sensitive,demographics,household structure,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__country_002,How many years has the child lived in the United States?,yes,not sensitive,identities,country,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__country__fam_001,"Was anyone in your child's family born outside of the United States? By your child's family, I mean you, your child's other parent, or your child's maternal or paternal grandparents.",no,not sensitive,demographics,relatives,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__edu__slf_001,What is the highest grade or level of school you have completed or the highest degree you have received?,no,not sensitive,demographics,education attained,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__country__slf_002,How many years have you lived in the United States?,yes,not sensitive,identities,country,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__income__hhold_001,"What is your total combined family income for the past 12 months? This should include income (before taxes and deductions) from all sources, wages, rent from properties, social security, disability and/or veteran's benefits, unemployment benefits, workman's compensation, help from relative (include child payments and alimony), and so on.",no,not sensitive,demographics,income,last year stressors
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___1,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Specific learning disability (such as dyslexia)",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___2,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Other health impairment (including ADHD and other conditions that limit a child's strength, energy, or alertness)",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___3,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Autism spectrum disorder",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___4,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Emotional disturbance",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___5,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Speech or language impairment",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___6,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Visual impairment (including partial sight and blindness)",yes,not sensitive,school,not applicable,academic competency
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ntvlang_004,Does your child attend a dual-language or language immersion program at their school?,yes,not sensitive,school,not applicable,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi_001,Does your child live with you full time?,no,NA,NA,NA,NA
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__03,How many times has your child been in the hospital for mental health problems?,yes,maybe sensitive,service utilization,not applicable,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__edu__yth_001,"What grade is the child in? If it is summer, indicate grade starting in the fall.",yes,not sensitive,demographics,education attained,_none_
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___7,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Deafness (can't hear most of all sounds, even with a hearing aid)",yes,not sensitive,school,not applicable,academic competency
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_003__01___2,Detentions or suspensions for what? [Multi-select]: Talking Back to a Teacher,yes,not sensitive,school,not applicable,conduct disorder criteria
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_003__01___3,Detentions or suspensions for what? [Multi-select]: Threatening a Teacher,yes,not sensitive,school,not applicable,conduct disorder criteria
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ethn_001,Do you consider the child Hispanic/Latino/Latina?,yes,not sensitive,identities,race and ethnicity,_none_
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___8,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Hearing impairment",yes,not sensitive,school,not applicable,academic competency
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ethn__slf_001,Do you consider yourself Hispanic/Latino/Latina?,no,not sensitive,identities,race and ethnicity,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_003__01___4,Detentions or suspensions for what? [Multi-select]: Cutting Classes,yes,not sensitive,school,not applicable,conduct disorder criteria
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_003__01___7,Detentions or suspensions for what? [Multi-select]: Bringing a Weapon to School,yes,not sensitive,school,not applicable,conduct disorder criteria
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_001,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Needed food but couldn't afford to buy it or couldn't afford to go out to get it?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_002,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Were without telephone service because you could not afford it?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_003,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Didn't pay the full amount of the rent or mortgage because you could not afford it?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_004,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Were evicted from your home for not paying the rent or mortgage?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_005,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had services turned off by the gas or electric company, or the oil company wouldn't deliver oil because payments were not made?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_006,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had someone who needed to see a doctor or go to the hospital but didn't go because you could not afford it?",no,not sensitive,life events,not applicable,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__exp__fam_007,"In the past 12 months, has there been a time when you and your immediate family experienced any of the following: Had someone who needed a dentist but couldn't go because you could not afford it?",no,not sensitive,life events,not applicable,last year stressors
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___9,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Deaf-blindness (both severe hearing and vision loss)",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_001,"In the past 12 months, have you felt people treated you unfairly or negatively: Because of your race, ethnicity, or color? Definition of ethnicity: groups of people who have the same customs, or origin",yes,not sensitive,life events,not applicable,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__income__slf_001,"How much did you earn, before taxes and other deductions, during the past 12 months?",no,maybe sensitive,demographics,income,last year stressors
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_001,Is your child currently covered by any of the following types of health insurance or health coverage plans: Insurance through a current or former employer or union (of this person or another family member),yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_002,Is your child currently covered by any of the following types of health insurance or health coverage plans: Insurance purchased directly from an insurance company (by this person or another family member),yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_003,"Is your child currently covered by any of the following types of health insurance or health coverage plans: Medicare, forc. Medicare, for people 65 and older, or people with certain disabilities",yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_004,"Is your child currently covered by any of the following types of health insurance or health coverage plans: Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or a disability",yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_005,Is your child currently covered by any of the following types of health insurance or health coverage plans: TRICARE or other military health care,yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_006,Is your child currently covered by any of the following types of health insurance or health coverage plans: VA (including those who have ever used or enrolled for VA health care),yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_007,Is your child currently covered by any of the following types of health insurance or health coverage plans: Indian Health Service,yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__insur_008,Is your child currently covered by any of the following types of health insurance or health coverage plans: Any other type of health insurance or health coverage plan,yes,not sensitive,demographics,health insurance,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__marital__slf_001,"Are you now married, widowed, divorced, separated, never married, or living with a partner?",no,not sensitive,demographics,household structure,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ntvlang_002,"Has your child ever been regularly spoken to in a language other than English in the home or by a caregiver or relative (for example, someone like a parent/guardian, child care provider, or relative often spoke with your child in the other language)?",yes,not sensitive,demographics,language(s),_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ntvlang_003,"Regarding the languages spoken in the house after your childs birth, what was the composition of English versus other languages spoken?",yes,not sensitive,demographics,language(s),_none_
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut_002,"In the past 12 months, have you felt people treated you unfairly or negatively: Because you are (or your family is) from another country?",yes,maybe sensitive,life events,not applicable,_none_
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_001c,"How often do the following people treat you unfairly or negatively because of your ethnic background (the country, customs, culture, or religious group of you and your family)?: Other students",yes,maybe sensitive,life events,not applicable,_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__ntvlang__slf_003,"Regarding the languages spoken in your house after you were born, what was the composition of English versus other languages spoken?",yes,not sensitive,demographics,language(s),_none_
Core,ABCD (General),Demographics,Parent,ab_p_demo,ab_p_demo__prtnr_001,Do you have a partner? [ab_p_demo],no,not sensitive,demographics,household structure,_none_
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___10,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Orthopedic impairment",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___11,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Intellectual disability (such as Down syndrome)",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___12,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Traumatic brain injury",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006a__02___13,"Under which category is your child eligible for their IEP, for primary and secondary designations? [Multi-select]: Multiple disabilities (that is, multiple issues involving educational needs)",yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Work & School,Parent,fc_p_sag,fc_p_sag_006b,Has your child ever had an Individualized Education Plan or IEP?',yes,not sensitive,school,not applicable,academic competency
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_001a__01,"How many times has this (police officer provided assistance, protection, or any other services) happened to you in the past year? [Youth]",yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_001b__01,"How many times has this (police officer provided assistance, protection, or any other services) happened to a close friend or family member in the past year? [Youth]",yes,not sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_003a,"Has a police officer ever been physically aggressive towards you, including grabbing or pushing you aggressively? [Youth]",yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_003a__01,How many times has this (police officer was physically aggressive) happened to you in the past year? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_003b,"Has a police officer ever been physically aggressive towards a close friend or family member, including grabbing or pushing them aggressively? [Youth]",yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_003b__01,How many times has this (police officer was physically aggressive) happened to a close friend or family member in the past year? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_005a,Have you ever been stopped by a police officer for no clear reason? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_005a__01,How many times has this (stopped by a police officer for no clear reason) happened to you in the past year? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_005b,Has a close friend or family member ever been stopped by a police officer for no clear reason? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Community,Youth,fc_y_nsc,fc_y_nsc__pol_005b__01,How many times has this (stopped by a police officer for no clear reason) happened to a close friend or family member in the past year? [Youth],yes,maybe sensitive,neighborhood,not applicable,neighborhood atmosphere
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_002__01,How much help did your close friends give you?,yes,not sensitive,peers and peer relationships,protective peer relationships,social support: youth
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_003__01,How much did your close friends encourage you?,yes,not sensitive,peers and peer relationships,protective peer relationships,social support: youth
Core,"Friends, Family, & Community",Peers,Youth,fc_y_pnh,fc_y_pnh_003__02,"Did any of those activities include art, music, dance, or theater?",yes,not sensitive,peers and peer relationships,protective peer relationships,social support: youth
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___0,Problems due to alcohol - Biological mother [Multi-select]: No Problems,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___1,Problems due to alcohol - Biological mother [Multi-select]: Marital,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___2,Problems due to alcohol - Biological mother [Multi-select]: Work,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___3,Problems due to alcohol - Biological mother [Multi-select]: Arrests/DUI,yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___4,Problems due to alcohol - Biological mother [Multi-select]: Alcohol treatment program,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___5,Problems due to alcohol - Biological mother [Multi-select]: School,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___6,"Problems due to alcohol - Biological mother [Multi-select]: Isolated self, arguments, drunk a lot",yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc__moth_001___7,Problems due to alcohol - Biological mother [Multi-select]: Health,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__dep__fath_001,Depression - Biological father,yes,not sensitive,genetics and family history,not applicable,depression
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__dep__moth_001,Depression - Biological mother,yes,not sensitive,genetics and family history,not applicable,depression
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__doc__fath_001,Been to doctor or counselor - Biological father,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__doc__moth_001,Been to doctor or counselor - Biological mother,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___0,Problems due to drugs - Biological father [Multi-select]: No Problems,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___1,Problems due to drugs - Biological father [Multi-select]: Marital,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___2,Problems due to drugs - Biological father [Multi-select]: Work,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___3,Problems due to drugs - Biological father [Multi-select]: Arrests/DUI,yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___4,Problems due to drugs - Biological father [Multi-select]: Drug treatment program,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___5,Problems due to drugs - Biological father [Multi-select]: School,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___6,"Problems due to drugs - Biological father [Multi-select]: Isolated self, arguments, on drugs a lot",yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__fath_001___7,Problems due to drugs - Biological father [Multi-select]: Health,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___0,Problems due to drugs - Biological mother [Multi-select]: No Problems,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___1,Problems due to drugs - Biological mother [Multi-select]: Marital,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___2,Problems due to drugs - Biological mother [Multi-select]: Work,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___3,Problems due to drugs - Biological mother [Multi-select]: Arrests/DUI,yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___4,Problems due to drugs - Biological mother [Multi-select]: Drug treatment program,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___5,Problems due to drugs - Biological mother [Multi-select]: School,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___6,"Problems due to drugs - Biological mother [Multi-select]: Isolated self, arguments, on drugs a lot",yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg__moth_001___7,Problems due to drugs - Biological mother [Multi-select]: Health,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__halluc__fath_001,Hallucinations - Biological father,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__halluc__moth_001,Hallucinations - Biological mother,yes,not sensitive,genetics and family history,not applicable,_none_
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_003a,I feel that I am not wanted in American society:,yes,maybe sensitive,life events,not applicable,_none_
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_003b,I don't feel accepted by other Americans:,yes,maybe sensitive,life events,not applicable,_none_
Core,"Friends, Family, & Community",Community,Youth,fc_y_eut,fc_y_eut__ethn_003c,I feel that other Americans have something against me:,yes,maybe sensitive,life events,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__alc_001,"Has any blood relative of your child ever had any problems due to alcohol, such as: Marital separation or divorce; laid off or fired from work; arrests or DUIs; alcohol harmed their health; In an alcohol treatment program; suspended or expelled from school 2 or more times; isolated self from family, caused arguments or were drunk a lot.",yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__dep_001,"Has any blood relative of your child ever suffered from depression, that is, have they felt so low for a period of at least two weeks that they hardly ate or slept or couldn't work or do whatever they usually do?",yes,not sensitive,genetics and family history,not applicable,depression
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__doc_001,"Has any blood relative of your child ever been to a doctor or a counselor about any emotional or mental problems, or problems with alcohol or drugs?",yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__drg_001,"Has any blood relative of your child ever had any problems due to drugs, such as: Marital separation or divorce; laid off or fired from work; arrests or DUIs; drugs harmed their health; in a drug treatment program; suspended or expelled from school 2 or more times; isolated self from family, caused arguments or were high a lot.",yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__halluc_001,Has any blood relative of your child ever had a period lasting six months when they saw visions or heard voices or thought people were spying on them or plotting against them?,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__hosp_001,"Has any blood relative of your child ever been hospitalized because of emotional or mental problems, or drug or alcohol problems?",yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__mania_001,Has any blood relative of your child ever had a period of time when others were concerned because they suddenly became more active day and night and seemed not to need any sleep and talked much more than usual for them?,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__nerve_001,"Has any blood relative of your child ever had any other problems with their nerves, or had a nervous breakdown?",yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__suic_001,Has any blood relative of your child ever attempted or committed suicide?,yes,maybe sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__troub_001,"Has any blood relative of your child been the kind of person who never holds a job for long, or gets into fights, or gets into trouble with the police from time to time, or had any trouble with the law as a child or an adult?",yes,maybe sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__bully_001,Does your child have any problems with bullying at school or in your neighborhood?,no,not sensitive,peers and peer relationships,mistreatment by peers,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__02___1,What types of mental health or substance abuse services your child has received? [Multi-select]: Outpatient mental health,no,maybe sensitive,service utilization,not applicable,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__02___2,What types of mental health or substance abuse services your child has received? [Multi-select]: Partial hospital for mental health,no,maybe sensitive,service utilization,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__hosp__fath_001,"Hospitalized (mental, emotional, or substance related) - Biological father",yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__hosp__moth_001,"Hospitalized (mental, emotional, or substance related) - Biological mother",yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__mania__fath_001,Mania - Biological father,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__mania__moth_001,Mania - Biological mother,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__nerve__fath_001,Nervous breakdown (or problem with nerves) - Biological father,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__nerve__moth_001,Nervous breakdown (or problem with nerves) - Biological mother,yes,not sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__suic__fath_001,Attempted or committed suicide - Biological father,yes,maybe sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__suic__moth_001,Attempted or committed suicide - Biological mother,yes,maybe sensitive,genetics and family history,not applicable,_none_
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__troub__fath_001,Difficulty holding job or getting in trouble - Biological father,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Broad Psychopathology,Parent,mh_p_famhx,mh_p_famhx__troub__moth_001,Difficulty holding job or getting in trouble - Biological mother,yes,not sensitive,genetics and family history,not applicable,family behavior problems
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__02___3,What types of mental health or substance abuse services your child has received? [Multi-select]: Inpatient for mental health,no,maybe sensitive,service utilization,not applicable,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__frnd_001__01,How long has your child been friends with this best friend?,yes,not sensitive,peers and peer relationships,quality relationships,social support: youth
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__frnd_002__01,How long has your child hung out with them?,yes,not sensitive,peers and peer relationships,quality relationships,social support: youth
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__frnd_003,Do you like your child's friends?,yes,not sensitive,peers and peer relationships,quality relationships,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__mh_001__02___7,What types of mental health or substance abuse services your child has received? [Multi-select]: Psychotherapy,no,not sensitive,service utilization,not applicable,_none_
Core,Mental Health,Psychosocial,Parent,mh_p_kbi,mh_p_kbi__school_001__01,Has your child repeated a grade in the past year?,yes,not sensitive,school,not applicable,academic competency
